Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-12-04T02:56:39.621Z","Included","claude-4.5-opus-high","Yes","843","0","36244","351","37438","0.02"
"2025-12-04T02:56:23.982Z","Included","claude-4.5-opus-high","Yes","559","0","35685","728","36972","0.03"
"2025-12-04T02:56:06.900Z","Included","claude-4.5-opus-high","Yes","928","0","34757","408","36093","0.02"
"2025-12-04T02:55:33.941Z","Included","claude-4.5-opus-high","Yes","1273","0","33484","813","35570","0.03"
"2025-12-04T02:55:12.395Z","Included","claude-4.5-opus-high","Yes","866","0","32618","1158","34642","0.04"
"2025-12-04T02:54:52.735Z","Included","claude-4.5-opus-high","Yes","683","0","31935","751","33369","0.03"
"2025-12-04T02:54:30.050Z","Included","claude-4.5-opus-high","Yes","1351","0","30584","568","32503","0.03"
"2025-12-04T02:54:26.778Z","Included","claude-4.5-opus-high","Yes","441","187","30143","1049","31820","0.03"
"2025-12-04T02:49:20.116Z","Included","claude-4.5-opus-high","Yes","3517","0","26626","443","30586","0.03"
"2025-12-04T02:49:10.958Z","Included","claude-4.5-opus-high","Yes","9319","0","17307","3403","30029","0.11"
"2025-12-04T02:49:10.175Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-04T02:49:03.377Z","Included","claude-4.5-opus-high","Yes","276","0","17031","237","17544","0.01"
"2025-12-04T02:48:58.786Z","Included","claude-4.5-opus-high","Yes","2863","1","14168","161","17193","0.02"
"2025-12-04T02:44:53.126Z","Included","claude-4.5-opus-high","Yes","8167","0","17971","545","26683","0.05"
"2025-12-04T02:44:50.514Z","Included","claude-4.5-opus-high","Yes","309","205","17662","117","18293","0.01"
"2025-12-04T02:43:22.814Z","Included","claude-4.5-opus-high","Yes","2595","0","15067","311","17973","0.02"
"2025-12-04T02:43:20.274Z","Included","claude-4.5-opus-high","Yes","1429","1","13638","132","15200","0.01"
"2025-12-04T02:41:12.447Z","Included","claude-4.5-opus-high","Yes","2262","0","96199","173","98634","0.05"
"2025-12-04T02:41:05.598Z","Included","claude-4.5-opus-high","Yes","144","0","96055","2132","98331","0.07"
"2025-12-04T02:40:58.600Z","Included","claude-4.5-opus-high","Yes","4839","0","91216","86","96141","0.06"
"2025-12-04T02:40:55.106Z","Included","claude-4.5-opus-high","Yes","918","417","90298","117","91750","0.04"
"2025-12-04T02:36:20.770Z","Included","claude-4.5-opus-high","Yes","1235","0","89063","920","91218","0.05"
"2025-12-04T02:36:14.360Z","Included","claude-4.5-opus-high","Yes","1323","0","87740","117","89180","0.04"
"2025-12-04T02:36:11.188Z","Included","claude-4.5-opus-high","Yes","289","172","87451","117","88029","0.04"
"2025-12-04T02:35:29.057Z","Included","claude-4.5-opus-high","Yes","450","0","87001","291","87742","0.04"
"2025-12-04T02:35:22.508Z","Included","claude-4.5-opus-high","Yes","328","0","86673","117","87118","0.03"
"2025-12-04T02:35:13.524Z","Included","claude-4.5-opus-high","Yes","1450","0","85223","253","86926","0.04"
"2025-12-04T02:35:10.200Z","Included","claude-4.5-opus-high","Yes","156","172","85067","150","85545","0.03"
"2025-12-04T02:33:09.106Z","Included","claude-4.5-opus-high","Yes","1834","0","83233","158","85225","0.04"
"2025-12-04T02:33:05.646Z","Included","claude-4.5-opus-high","Yes","662","156","82571","1561","84950","0.06"
"2025-12-04T02:32:23.046Z","Included","claude-4.5-opus-high","Yes","967","0","81604","664","83235","0.05"
"2025-12-04T02:32:15.182Z","Included","claude-4.5-opus-high","Yes","1627","0","79977","151","81755","0.04"
"2025-12-04T02:32:11.973Z","Included","claude-4.5-opus-high","Yes","20430","691","59547","166","80834","0.12"
"2025-12-04T02:25:40.417Z","Included","claude-4.5-opus-high","Yes","6536","0","72833","575","79944","0.07"
"2025-12-04T02:25:33.540Z","Included","claude-4.5-opus-high","Yes","13286","0","59547","6421","79254","0.20"
"2025-12-04T02:25:30.846Z","Included","claude-4.5-opus-high","Yes","45909","921","13638","122","60590","0.22"
"2025-12-04T02:19:40.332Z","Included","claude-4.5-opus-high","Yes","729","0","56819","2001","59549","0.06"
"2025-12-04T02:19:33.458Z","Included","claude-4.5-opus-high","Yes","167","0","56652","88","56907","0.02"
"2025-12-04T02:19:26.509Z","Errored, No Charge","claude-4.5-opus-high","Yes","138","0","56514","80","56732","0.02"
"2025-12-04T02:19:19.701Z","Included","claude-4.5-opus-high","Yes","7121","0","49393","84","56598","0.05"
"2025-12-04T02:19:13.610Z","Included","claude-4.5-opus-high","Yes","3828","0","45565","87","49480","0.04"
"2025-12-04T02:19:01.500Z","Included","claude-4.5-opus-high","Yes","29512","0","16053","201","45766","0.14"
"2025-12-04T02:19:01.005Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-04T02:18:59.976Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-04T02:18:54.000Z","Included","claude-4.5-opus-high","Yes","1103","0","14950","328","16381","0.02"
"2025-12-04T02:18:51.051Z","Included","claude-4.5-opus-high","Yes","1312","1","13638","93","15044","0.01"
"2025-12-03T16:33:34.766Z","Included","claude-4.5-opus-high","Yes","233","0","78397","265","78895","0.03"
"2025-12-03T16:33:16.333Z","Included","claude-4.5-opus-high","Yes","731","0","77666","119","78516","0.03"
"2025-12-03T16:32:59.502Z","Included","claude-4.5-opus-high","Yes","246","0","77420","650","78316","0.04"
"2025-12-03T16:32:40.084Z","Included","claude-4.5-opus-high","Yes","188","0","77232","142","77562","0.03"
"2025-12-03T16:32:31.339Z","Included","claude-4.5-opus-high","Yes","313","0","76919","99","77331","0.03"
"2025-12-03T16:32:16.353Z","Included","claude-4.5-opus-high","Yes","238","0","76681","199","77118","0.03"
"2025-12-03T16:31:45.112Z","Included","claude-4.5-opus-high","Yes","1833","0","74848","116","76797","0.04"
"2025-12-03T16:31:34.059Z","Included","claude-4.5-opus-high","Yes","2009","0","72839","1747","76595","0.07"
"2025-12-03T16:31:28.017Z","Included","claude-4.5-opus-high","Yes","4680","1692","68159","256","74787","0.06"
"2025-12-03T16:29:39.972Z","Included","claude-4.5-opus-high","Yes","686","0","71958","197","72841","0.03"
"2025-12-03T16:29:30.713Z","Included","claude-4.5-opus-high","Yes","233","0","71725","105","72063","0.03"
"2025-12-03T16:29:23.313Z","Included","claude-4.5-opus-high","Yes","310","0","71415","119","71844","0.03"
"2025-12-03T16:29:18.630Z","Included","claude-4.5-opus-high","Yes","245","108","71170","138","71661","0.03"
"2025-12-03T16:28:28.946Z","Included","claude-4.5-opus-high","Yes","373","0","70797","247","71417","0.03"
"2025-12-03T16:28:11.213Z","Included","claude-4.5-opus-high","Yes","646","0","70151","169","70966","0.03"
"2025-12-03T16:28:02.639Z","Included","claude-4.5-opus-high","Yes","1992","0","68159","565","70716","0.04"
"2025-12-03T16:27:57.354Z","Included","claude-4.5-opus-high","Yes","484","1692","67675","211","70062","0.04"
"2025-12-03T16:27:02.827Z","Included","claude-4.5-opus-high","Yes","1161","0","66514","486","68161","0.04"
"2025-12-03T16:26:45.440Z","Included","claude-4.5-opus-high","Yes","197","0","66317","1073","67587","0.04"
"2025-12-03T16:26:32.189Z","Included","claude-4.5-opus-high","Yes","276","0","66041","115","66432","0.03"
"2025-12-03T16:26:26.273Z","Included","claude-4.5-opus-high","Yes","248","0","65793","105","66146","0.03"
"2025-12-03T16:26:13.996Z","Included","claude-4.5-opus-high","Yes","496","0","65297","134","65927","0.03"
"2025-12-03T16:25:18.680Z","Included","claude-4.5-opus-high","Yes","862","0","64435","415","65712","0.03"
"2025-12-03T16:24:40.043Z","Included","claude-4.5-opus-high","Yes","3058","0","61377","100","64535","0.04"
"2025-12-03T16:24:34.741Z","Included","claude-4.5-opus-high","Yes","47739","146","13638","2830","64353","0.27"
"2025-12-03T14:27:50.270Z","Errored, No Charge","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T14:27:34.049Z","Included","claude-4.5-opus-high","Yes","282","0","60206","125","60613","0.03"
"2025-12-03T14:27:28.201Z","Included","claude-4.5-opus-high","Yes","329","0","59877","125","60331","0.03"
"2025-12-03T14:27:04.522Z","Included","claude-4.5-opus-high","Yes","1158","0","58719","144","60021","0.03"
"2025-12-03T14:26:45.807Z","Included","claude-4.5-opus-high","Yes","899","0","57820","1078","59797","0.04"
"2025-12-03T14:26:16.725Z","Included","claude-4.5-opus-high","Yes","1926","0","55894","818","58638","0.04"
"2025-12-03T14:24:08.266Z","Included","claude-4.5-opus-high","Yes","9230","0","46664","1844","57738","0.09"
"2025-12-03T14:23:59.030Z","Included","claude-4.5-opus-high","Yes","572","0","46092","9142","55806","0.18"
"2025-12-03T14:23:54.560Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T14:23:33.379Z","Included","claude-4.5-opus-high","Yes","1065","0","45027","291","46383","0.03"
"2025-12-03T14:23:29.905Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T14:22:37.210Z","Included","claude-4.5-opus-high","Yes","4172","0","40855","760","45787","0.05"
"2025-12-03T14:22:33.471Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T14:22:23.050Z","Included","claude-4.5-opus-high","Yes","761","0","40094","3820","44675","0.09"
"2025-12-03T14:22:17.346Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T14:22:07.545Z","Included","claude-4.5-opus-high","Yes","282","0","39812","454","40548","0.02"
"2025-12-03T14:21:55.824Z","Included","claude-4.5-opus-high","Yes","297","0","39515","157","39969","0.02"
"2025-12-03T14:21:46.274Z","Included","claude-4.5-opus-high","Yes","207","0","39308","200","39715","0.02"
"2025-12-03T14:21:38.666Z","Included","claude-4.5-opus-high","Yes","1194","0","38114","92","39400","0.02"
"2025-12-03T14:21:32.720Z","Included","claude-4.5-opus-high","Yes","24476","298","13638","196","38608","0.12"
"2025-12-03T14:15:39.955Z","Included","claude-4.5-opus-high","Yes","899","115","35138","1962","38114","0.05"
"2025-12-03T14:15:11.932Z","Included","claude-4.5-opus-high","Yes","1017","0","34121","899","36037","0.03"
"2025-12-03T14:14:31.999Z","Included","claude-4.5-opus-high","Yes","20483","1","13638","891","35013","0.11"
"2025-12-03T11:46:53.630Z","Included","claude-4.5-opus-high","Yes","251","0","136796","512","137559","0.06"
"2025-12-03T11:46:46.709Z","Included","claude-4.5-opus-high","Yes","356","0","136440","125","136921","0.05"
"2025-12-03T11:46:37.591Z","Included","claude-4.5-opus-high","Yes","184","0","136256","100","136540","0.05"
"2025-12-03T11:46:29.878Z","Included","claude-4.5-opus-high","Yes","173","0","136083","131","136387","0.05"
"2025-12-03T11:46:22.638Z","Included","claude-4.5-opus-high","Yes","327","0","135756","120","136203","0.05"
"2025-12-03T11:46:10.119Z","Included","claude-4.5-opus-high","Yes","3408","0","132348","283","136039","0.07"
"2025-12-03T11:46:03.275Z","Included","claude-4.5-opus-high","Yes","843","0","131505","119","132467","0.05"
"2025-12-03T11:45:54.027Z","Included","claude-4.5-opus-high","Yes","1347","0","130158","322","131827","0.06"
"2025-12-03T11:45:44.761Z","Included","claude-4.5-opus-high","Yes","1169","0","128989","174","130332","0.05"
"2025-12-03T11:45:36.672Z","Included","claude-4.5-opus-high","Yes","547","0","128442","125","129114","0.05"
"2025-12-03T11:45:27.675Z","Included","claude-4.5-opus-high","Yes","1329","0","127113","116","128558","0.05"
"2025-12-03T11:45:22.545Z","Included","claude-4.5-opus-high","Yes","593","756","126520","147","128016","0.05"
"2025-12-03T11:43:56.115Z","Included","claude-4.5-opus-high","Yes","4421","0","122099","595","127115","0.07"
"2025-12-03T11:43:55.811Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:43:52.926Z","Included","claude-4.5-opus-high","Yes","496","155","121603","279","122533","0.05"
"2025-12-03T11:43:08.207Z","Included","claude-4.5-opus-high","Yes","702","0","120901","498","122101","0.06"
"2025-12-03T11:42:57.805Z","Included","claude-4.5-opus-high","Yes","893","0","120008","338","121239","0.05"
"2025-12-03T11:42:50.892Z","Included","claude-4.5-opus-high","Yes","844","0","119164","136","120144","0.05"
"2025-12-03T11:42:47.221Z","Included","claude-4.5-opus-high","Yes","3129","162","116035","163","119489","0.06"
"2025-12-03T11:41:09.350Z","Included","claude-4.5-opus-high","Yes","523","0","118304","304","119131","0.05"
"2025-12-03T11:40:54.970Z","Included","claude-4.5-opus-high","Yes","1177","0","117127","445","118749","0.06"
"2025-12-03T11:40:42.622Z","Included","claude-4.5-opus-high","Yes","1292","0","115835","420","117547","0.06"
"2025-12-03T11:40:33.445Z","Included","claude-4.5-opus-high","Yes","1073","0","114762","332","116167","0.05"
"2025-12-03T11:40:22.653Z","Included","claude-4.5-opus-high","Yes","1007","0","113755","322","115084","0.05"
"2025-12-03T11:40:16.140Z","Included","claude-4.5-opus-high","Yes","1808","0","111947","131","113886","0.05"
"2025-12-03T11:40:04.974Z","Included","claude-4.5-opus-high","Yes","1119","0","110828","231","112178","0.05"
"2025-12-03T11:39:56.056Z","Included","claude-4.5-opus-high","Yes","2007","0","108821","183","111011","0.05"
"2025-12-03T11:39:48.440Z","Included","claude-4.5-opus-high","Yes","1903","0","106918","225","109046","0.05"
"2025-12-03T11:39:40.977Z","Included","claude-4.5-opus-high","Yes","1603","0","105315","156","107074","0.05"
"2025-12-03T11:39:32.889Z","Included","claude-4.5-opus-high","Yes","161","0","105154","119","105434","0.04"
"2025-12-03T11:39:23.685Z","Included","claude-4.5-opus-high","Yes","1872","0","103282","96","105250","0.05"
"2025-12-03T11:39:20.871Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:39:13.302Z","Included","claude-4.5-opus-high","Yes","1607","626","101675","305","104213","0.05"
"2025-12-03T11:36:50.713Z","Included","claude-4.5-opus-high","Yes","3975","0","97700","1609","103284","0.08"
"2025-12-03T11:36:43.869Z","Included","claude-4.5-opus-high","Yes","469","0","97231","142","97842","0.04"
"2025-12-03T11:36:37.704Z","Included","claude-4.5-opus-high","Yes","4023","0","93208","127","97358","0.05"
"2025-12-03T11:36:32.330Z","Included","claude-4.5-opus-high","Yes","1531","0","91677","157","93365","0.04"
"2025-12-03T11:36:27.148Z","Included","claude-4.5-opus-high","Yes","1888","0","89789","174","91851","0.04"
"2025-12-03T11:36:17.735Z","Included","claude-4.5-opus-high","Yes","4947","0","84842","132","89921","0.06"
"2025-12-03T11:36:11.262Z","Included","claude-4.5-opus-high","Yes","625","158","84217","203","85203","0.04"
"2025-12-03T11:35:48.717Z","Included","claude-4.5-opus-high","Yes","1361","0","82856","627","84844","0.05"
"2025-12-03T11:35:39.378Z","Included","claude-4.5-opus-high","Yes","558","0","82298","127","82983","0.03"
"2025-12-03T11:35:12.820Z","Included","claude-4.5-opus-high","Yes","733","0","81565","252","82550","0.04"
"2025-12-03T11:35:04.740Z","Included","claude-4.5-opus-high","Yes","914","172","80651","382","82119","0.04"
"2025-12-03T11:34:39.754Z","Included","claude-4.5-opus-high","Yes","3396","224","77255","692","81567","0.06"
"2025-12-03T11:32:42.198Z","Included","claude-4.5-opus-high","Yes","2611","0","77238","769","80618","0.05"
"2025-12-03T11:32:33.847Z","Included","claude-4.5-opus-high","Yes","1247","0","75991","144","77382","0.04"
"2025-12-03T11:32:25.088Z","Included","claude-4.5-opus-high","Yes","2341","0","73650","181","76172","0.04"
"2025-12-03T11:32:16.457Z","Included","claude-4.5-opus-high","Yes","10167","0","63483","157","73807","0.07"
"2025-12-03T11:32:06.012Z","Included","claude-4.5-opus-high","Yes","3778","0","59705","159","63642","0.04"
"2025-12-03T11:32:03.058Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:31:59.859Z","Included","claude-4.5-opus-high","Yes","1602","179","58103","211","60095","0.03"
"2025-12-03T11:28:38.756Z","Included","claude-4.5-opus-high","Yes","1076","181","57027","1423","59707","0.05"
"2025-12-03T11:26:59.490Z","Included","claude-4.5-opus-high","Yes","2470","0","54557","1078","58105","0.05"
"2025-12-03T11:26:58.426Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:26:57.977Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:26:53.535Z","Included","claude-4.5-opus-high","Yes","14617","198","39940","365","55120","0.09"
"2025-12-03T11:24:43.257Z","Included","claude-4.5-opus-high","Yes","171","0","53182","1170","54523","0.04"
"2025-12-03T11:24:36.360Z","Included","claude-4.5-opus-high","Yes","358","0","52824","93","53275","0.02"
"2025-12-03T11:24:29.611Z","Included","claude-4.5-opus-high","Yes","905","0","51919","119","52943","0.02"
"2025-12-03T11:24:21.666Z","Included","claude-4.5-opus-high","Yes","617","0","51302","126","52045","0.02"
"2025-12-03T11:24:13.428Z","Included","claude-4.5-opus-high","Yes","3739","0","47563","136","51438","0.04"
"2025-12-03T11:24:05.367Z","Included","claude-4.5-opus-high","Yes","7623","0","39940","123","47686","0.05"
"2025-12-03T11:24:04.786Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:23:56.754Z","Included","claude-4.5-opus-high","Yes","544","0","39396","233","40173","0.02"
"2025-12-03T11:23:46.857Z","Included","claude-4.5-opus-high","Yes","1552","0","37844","187","39583","0.02"
"2025-12-03T11:23:43.808Z","Included","claude-4.5-opus-high","Yes","26517","790","11327","152","38786","0.13"
"2025-12-03T11:17:35.348Z","Included","claude-4.5-opus-high","Yes","631","0","37075","140","37846","0.02"
"2025-12-03T11:17:26.363Z","Included","claude-4.5-opus-high","Yes","910","0","36165","519","37594","0.03"
"2025-12-03T11:17:22.544Z","Included","claude-4.5-opus-high","Yes","406","723","35759","129","37017","0.02"
"2025-12-03T11:17:07.084Z","Included","claude-4.5-opus-high","Yes","1081","0","34678","408","36167","0.02"
"2025-12-03T11:16:56.865Z","Included","claude-4.5-opus-high","Yes","1732","0","32946","444","35122","0.03"
"2025-12-03T11:16:53.117Z","Included","claude-4.5-opus-high","Yes","154","1195","32792","308","34449","0.02"
"2025-12-03T11:13:57.671Z","Included","claude-4.5-opus-high","Yes","718","0","32074","156","32948","0.02"
"2025-12-03T11:13:45.610Z","Included","claude-4.5-opus-high","Yes","6501","0","25573","612","32686","0.05"
"2025-12-03T11:13:44.861Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
